id,product_id,content,label
4911935,38458616,"Chính hãng, nguyên seal, up lên ios14 có spatial audio.",1
4911935,38458616,Ai có nhu cầu cách âm tiếng người thì không nên mua.,-1
4911935,38458616,Cách âm tốt tiếng máy.,-1
4911935,38458616,Đeo tai nghe nhét trong bị ngứa và làm tai khó chịu.,-1
5273182,38458616,Left pod have serios battery problems.,-1
5273182,38458616,It cannot be charged.,-1
5273182,38458616,stuck at same % percentage.,-1
5273182,38458616,"When listening, left side suddenly turn off by itself.",-1
5273182,38458616,Bringing in for apple inspection today and possibly request a refund.,-1
4232310,38458616,Tai nghe chất lượng.,1
4232310,38458616,Sản phẩm tốt hơn mong đợi .,1
4232310,38458616,Tiki mãi là niềm tin với khách hàng.,1
4232310,38458616,Mãi mãi sẽ ủng hộ tiki .,1
4232310,38458616,10 điểm cho chất lượng👍👍👍,1
4826790,38458616,Hàng dùng tốt.,1
4826790,38458616,Có điều hiện giờ mình ko thể kích hoạt bảo hành online được.,-1
4826790,38458616,Ko biết do lỗi gì nữa.,-1
4826790,38458616,Sau khi kích hoạt được sẽ thông báo lại,0
5362235,38458616,"Sản phẩm chính hãng, có tem Authorized Distributor.",1
5362235,38458616,Vỏ ngoài nguyên vẹn không bị trầy xước,1
4635574,38458616,"Mua mới nguyên seal về khui, cái nút reset mặt sau có dấu hiệu bẩn.",-1
4635574,38458616,Tiki làm ăn vậy có ổn không?,-1
4635574,38458616,Sản phẩm có dấu hiệu đóng lại Seal,-1
5206102,38458616,Chuẩn hàng chính hãng VN/A nhé cả nhà ơi.,1
5206102,38458616,"Mọi người cứ yên tâm mua trên Tiki nha ^^ Shipper cũng nhiệt tình, okay.",1
5206102,38458616,Mình đánh giá 5 sao,1
5348745,38458616,"Nghe siêu đã, xem phim phê.",1
5348745,38458616,"Tai nghe lúc mới mua về ko kích hoạt được bảo hành, phải gọi tới trung tâm apple việt nam nhờ kích hoạt giùm.",1
5572956,38458616,"mới mua chưa thấy có gì bất thường :)
Nhạc nghe rất hay.",1
5362796,38458616,Sao e mở tính năng chống ồn k bật nhạc thì vẫn nghe đc tiếng nói hay tiếng xe của môi trường xung quanh ta,1
4783153,38458616,"tôi dùng được khoảng 4 ngày thì cảm giác có tiếng rè 1 bên tai trái, cần tiki hỗ trợ đổi hàng xem sao, chắc là bị lỗi",-1
5534574,38458616,Hài lòng.,1
5534574,38458616,Giao hàng nhanh.,1
5534574,38458616,Chất lượng nghe tốt.,1
5534574,38458616,"Giờ nằm trên giường, làm việc, giải trí, chạy bộ mình đều đeo hết.",1
4928084,38458616,"Hàng chuẩn, âm thanh hay, chế độ chống ồn hoạt động tốt, nhìn chung hài lòng với sản phẩm.",1
4073412,38458616,Chưa bóc seal nhưng thấy sp ổn.,1
4073412,38458616,Shipper nhiệt tình giữa trưa nắng.,1
4073412,38458616,Lần đầu mua hàng trên tiki.,1
4073412,38458616,Hi vọng có lần tiếp theo ^^,1
5381365,38458616,Không thể kích hoạt được bảo hành.,-1
5381365,38458616,Đề nghị Tiki sớm phản hồi về ngày mua để tôi đăng ký bảo hành được.,-1
5495400,38458616,"vẫn bị lỗi không kích hoạt online trên trang của apple được, đang đợi tiki hỗ trợ",-1
4010421,38458616,"Giao nhanh, hàng chuẩn, chống ồn cực tốt",1
5450516,38458616,"Mình mới nhận, nhưng nghe và sử dụng đã thích rồi.",1
5450516,38458616,Để một thời gian nữa mới đánh giá hết được!,0
4686155,38458616,"Sản phẩm giao nhanh, giá ổn định.. mình mua đc áp mã giảm còn chừng 5066.. ngon",1
4943979,38458616,"Tiki giao nhanh, tai nghe nguyên seal, nhỏ gọn, đúng mã VN",1
4941006,38458616,"Mình phải tự gọi điện lên tổng đài apple việt nam để kích hoạt bảo hành, không hài lòng cho lắm",-1
5202879,38458616,Chất lượng tuyệt vời.,1
5202879,38458616,Giao hàng nhanh.,1
5202879,38458616,Mình chỉ hơi buồn vì mẫu này không phải hàng VN sản xuất.,-1
5306059,38458616,Ngon và tốt.,1
5306059,38458616,"Không có những hiện tượng như các review khác nói: hộp lỏng lẻo, ngày activate cũ...",0
5485330,38458616,"Hài lòng với sản phẩm, đã mua hàng airpod 1 & giờ là airpod pro trên tiki",1
5389431,38458616,"Hàng chính hãng VN/A, chống ồn tốt, âm thanh quá hay (ko như các reviewer đánh giá), rất thông minh.",1
4074065,38458616,"Hàng chính hãng VN/A... nguyên seal...
Chống ồn tốt...",1
4812153,38458616,Hàng chính hãng đúng mã VN/A đóng gói cẩn thận  tai nghe chất lượng ổn,1
4043394,38458616,"Chất âm kém, đeo khá thoải mái đi tập gym ok. Thi thoảng lỗi vặt khi chuyển đổi giữ tính năng.",-1
4832630,38458616,"Hàng Auth chất lượng tốt☺️, giao hàng nhanh",1
4881797,38458616,Sản phẩm tốt tuy nhiên tôi ko kích hoạt bảo hành được.,0
4881797,38458616,Vui lòng hướng dẫn chi tiết.,0
4881797,38458616,Tks.,1
5517437,38458616,Chất lượng tai nghe rất tốt.,1
5517437,38458616,đeo vào cảm giác như đi xe hơi.,0
5470186,38458616,"Sản phẩm tốt, giao hàng nhanh, chất lượng.",1
5470186,38458616,Luôn hài lòng khi mua sp điện tử tại Tiki.,1
5512843,38458616,"Không thể kích hoạt bảo hành online, dịch vụ kích hoạt bảo hành của Apple rất tệ.",-1
5207006,38458616,Mình ko kích hoạt bảo hành dc.,-1
5207006,38458616,"Tiki hỗ trợ giúp mình nhé
Mình nhận hàng ngày 11/10/2020",0
5366378,38458616,"Nghe ổn, giao nhanh.",1
5366378,38458616,Nhưng k đăng ký được bảo hành online.,-1
5366378,38458616,Đề nghị tiki hỗ trợ.,0
4758353,38458616,Giao hàng tiêu chuẩn 2 ngày là có hàng.,1
4758353,38458616,Bao bì nguyên Sheild.,1
5278582,38458616,"Sản phẩm được, chính hãng nhưng giá thành đắt hơn  chút so với thì trường.",0
4777789,38458616,San pham dung voi quang cao.,1
4777789,38458616,Toi hai long voi san pham nay.,1
4777789,38458616,Cam on Tiki,1
5181620,38458616,Hàng đẹp.,1
5181620,38458616,Mới.,1
5181620,38458616,Cần tiki kích hoạt bảo hành dùm ạ,1
4799922,38458616,"Quá ngon, hàng chính hãng chưa kích hoạt luôn, gọi đt lên apple kích hoạt liền.",1
4926305,38458616,"Gói hàng/hộp còn đẹp, không bị móp méo.",1
4926305,38458616,Cảm ơn TiKi và người vận chuyển.,1
4852660,38458616,"Nguyên seal, tai nghe cực kỳ thoải mái.",1
4852660,38458616,Mang như ko mang.,1
4852660,38458616,Khử ồn tuyệt vời,1
3651321,38458616,Giao hàng nhanh.,1
3651321,38458616,"Nguyên seal, kích hoạt bảo hành ngon nghẻ",1
4838831,38458616,hàng nguyên kiện.,1
4838831,38458616,tạm thời dùng ổn.chống ồn tốt.,1
4838831,38458616,k bit sau ntn 😄😄,0
5178185,38458616,"hàng chính hảng, dùng rất tốt, trước mua airpods 2 cũng rất hài lòng",1
4803044,38458616,"Giao nhanh, hàng chính hãng chất lượng.",1
4803044,38458616,Khả năng chống ồn tuyệt vời,1
5585948,38458616,"Tai nghe cảm thấy cách âm bị lỗi, hy vọng được Tiki hỗ trợ.",1
3749452,38458616,"nghe ấn tượng, đáng $
ship nhanh 2h hàng chính hãng",1
5251496,38458616,"giao nhanh, về tự bóc seal, âm thanh quá đỉnh mua deal còn có 4tr7",1
5437259,38458616,"Sản phẩm không báo active bảo hành được, nhờ tiki check giúp",0
4864475,38458616,Hàng nguyên seal VN/A khá hài lòng về tiki,1
4412163,38458616,"Hàng đúng mã vn/a
Chưa active
Chính hãng",1
4407881,38458616,"Ok, Tiki giao hàng nhanh.",1
4407881,38458616,Sản phẩm tốt.,1
4774896,38458616,"Hàng chính hãng, giao nhanh, ko lỗi lầm, tai nghe hay quá, hiccc",1
4612038,38458616,Hàng chuẩn,1
4932793,38458616,"Tai nghe nguyên seal, trải nghiệm rất ổn đối với iPhone",1
5598911,38458616,"Giao hàng trong ngày, đóng gói hơi ẩu nhưng cũng ổn.",1
4870117,38458616,Mình không thể active bảo hành được Tiki hỗ trợ nhé,0
5212527,38458616,"Nắp hộp sạc cho cảm giác lỏng lẻo, ko chắc chắn",1
4473589,38458616,"Đúng hàng chính hãng VN/A, tai nghe không lỗi ngoại hình",1
4731569,38458616,Mua hàng Apple do Tiki.,1
4731569,38458616,Trading cung cấp thì an tâm rồi.,1
3475264,38458616,Giao hàng cẩn thận và đóng gói rất đẹp.,1
3475264,38458616,Hàng xuất sắc,1
4967732,38458616,"Giao hàng rất nhanh, hàng nguyên đai nguyên kiện",1
4840909,38458616,Sản phẩm tốt.,1
4840909,38458616,Giao hàng nhanh.,1
4840909,38458616,Highly recommended.,1
4784825,38458616,Nghe êm hoạt động tốt thời lượng pin khoẻ,1
3557566,38458616,"Chống ồn tốt , xứng đáng với số tiền đã bỏ ra",1
5513347,38458616,"Hài lòng, hàng nguyên seal , chưa active",1
3704483,38458616,"Sản phẩm chính hãng, giá tốt, chất lượng cao.",1
4635634,38458616,"Hàng chính hãng, chống ồn tốt, đáng mua",1
4814181,38458616,Giao hàng rất nhanh.,1
4814181,38458616,Sản phẩm chính hãng,1
5468034,38458616,Mãi yêu Tiki,1
4839132,38458616,"Hài lòng, giao nhanh, đóng gói cẩn thận",1
5477831,38458616,tay nghe dùng ok. đúng là bản pro :D,1
3344412,38458616,Hàng giao nhanh.,1
3344412,38458616,Nguyên đai nguyên kiện.,1
3344412,38458616,Hài lòng,1
4285407,38458616,Tai nghe đúng là hàng mới- chính hãng,1
5534942,38458616,"Nguyên seal hàng VN/A, hài lòng",1
4798505,38458616,"Tai nghe chống ồn tốt, hàng vn/a",1
3169877,38458616,"Tai nghe chống ồn tốt, kết nối tiện lợi",1
4953530,38458616,"Giao hàng nhanh, sản phẩm okie",1
5480132,38458616,"Dùng tốt, xịn và rất ok",1
5588395,38458616,"Hàng chính hãng, giao nhanh",1
4852100,38458616,"Hàng chính hãng, nguyên seal",1
5438258,38458616,Xin cách kích bảo hành,0
4675218,38458616,Xịn xò đẳng cấp quá lun,1
4842955,38458616,Sản phẩm chính hãng .,1
4842955,38458616,Ok,1
4788477,38458616,"Giao nhanh, hàng đúng VN/A.",1
5042655,38458616,Giao hàng nhanh.,1
5042655,38458616,Sp tốt,1
5584516,38458616,Chất lượng tốt,1
4889643,38458616,Sản phẩm chính hãng,1
4749431,38458616,Sản phẩm chính hãng,1
5287457,38458616,Hàng chính hãng,1
4776174,38458616,Hang chuan chinh hang,1
5393776,38458616,"Ok, chính hãng",1
5424226,38458616,Móp góc hộp,1
4490586,38458616,Nhanh hết pin quá,-1
5554430,38458616,Quá tuyệt,1
4707937,38458616,Giao hàng nhanh,1
4802469,38458616,Thích mê 🥰,1
4692070,38458616,Cực kì tốt,1
4430337,38458616,Rất hài lòng,1
4786588,38458616,Rất tốt.,1
4048975,38458616,Xài rất thích,1
4726815,38458616,tai nghe ok,1
5256393,38458616,Ngon,1
5078491,38458616,Ok,1
3847296,35723184,mình vừa nhận được hàng.,1
3847296,35723184,mình cảm thấy thất vọng.,-1
3847296,35723184,2 thiết bị kết nối rất lâu và khi kết nối được thì lại ko kết ns được với máy.,-1
3847296,35723184,còn ko đợi 2 tai phone kết ns thì nghe đc 1 bên.,-1
3847296,35723184,mình mong tiki sẽ có chính sách bồi thường hoặc đổi mới giúp mình .,-1
3847296,35723184,đợi hỗm nay .,0
3847296,35723184,hôm nay nhận được thì lại bị như vậy .,0
2768584,35723184,"Tôi gặp tận 2 vấn đề luôn, Tiki xem xét lại và đổi hàng giùm chứ thế này tốn tiền mà xôi hỏng bỏng không thế này ai mà chịu cho được chứ!!!!",-1
2768584,35723184,"- Chỉ nghe có một bên tai
- Đặt 2 cái màu hồng thì ra 2 cái màu trắng",-1
5367148,35723184,"khi mình dùng sản phẩm có những vấn đề như sau :
1.tai nghe chỉ nghe đc 1 bên(dù đã fit lỗi rất nhiều lần và tham khảo trên youtube ) nhưng vẫn ko dùng đc
2.tai nghe khi đã kết nối bluetooth rồi nhưng chỉ dùng đc 3 phút thì nó lại tự động out ra và khi kết nối lại thì nó lại bị lỗi nên bắt buộc phải quên cái địa chỉ bt(bluetooth)nhưng vẫn tiếp tục 
vì mình mới lấy hàng đc có vài tiếng nên mong CSKH của tiki khắc phục hoàn tiền lại cho mình và cũng mong tiki hay cẩn thận hơn trong việc lựa chọn nhà cung cấp vì mình đã tin tưởng tiki nhiều năm qua vì mình toàn đặt sách ,truyện ,đồ và chưa bao h đặt đồ điện tử nên lần nay hơi thất vọng về tiki🤔😥😭😓😩",-1
4744469,35723184,"mình mua sản phẩm về sử dụng được 5 ngày...
sản phẩm tốt, kết nối bluetooth nhanh, thời gian sử dụng sau mỗi lần sạc đầy khoảng 2h30p.",1
4744469,35723184,"giao đúng mẫu mã, sớm hơn thời gian dự kiện, gói hàng cẩn thận, shipper cũng thân thiện nữa.",1
4744469,35723184,"chỉ là có lúc vẻ như hộp đựng tai nghe hơi lỏng, khi để tai nghe vào trong hộp rồi, tưởng đã tắt nhưng nó lại tự động kết nối với điện thoại ( do điện thoại mình sử dụng bluetooth cho app bluezone nên không tắt bluetooth).",-1
4744469,35723184,Nói chung sản phẩm này tốt.,1
2680384,35723184,"Đóng gói kĩ lưỡng, giao đúng màu mình thích, anh shipper tận tình, cho phép mình kiểm hàng, 5 sao cho shipper
Tai nghe thì nghe ổn, để nghe tầm 1 tuần mình sẽ viết nhận xét mới, hiện tại là cực kì hài lòng, cầm sướng tay ghê",1
4147917,35723184,"tai nghe chỉ thấy sáng đèn một bên, không kết nối được với điện thoại nên cũng chả biết nghe được hay không.",1
4147917,35723184,"đã thử kết nối với nhiều loại điện thoại Iphone, samsung,Oppo  đều không nhận được tín hiệu Bluetooth của tai nghe.",1
4147917,35723184,mong tiki hỗ trợ đổi trả hoặc hoàn tiền chứ như thế này không khác nào mua cái tai nghe hỏng,-1
4587633,35723184,"nói chung là khá hài lòng , lúc đầu mới khui hàng thì k kết nối đc nhưng sau một lúc mày mò thì cx kết nối đc ( cho những ai k biết cách kết nối thì khi muốn kết nối thì nhấn nút ở trên hộp sạc ) vs số tiền như này thì hàng sẽ khiếm khuyết như sạc thì lâu mà dùng thì nhanh , khoảng time dùng thì khoảng 2  -> 1,5h, âm nghe thì để chsi game thì đc chứ nghe nhạc thì k đc tốt lắm, ưu điểm là giao hàng truóc thời hạn",1
4201777,35723184,"Nếu xung quanh có người cũng dùng loại inpod này thì mình sẽ k thể lấy tai nghe ra để connect smartphone của mình đc..thay vào đó thì inpod của mình sẽ connect trực tiếp thêm vào smartphone có mở blt gần nhất,vs giá tiền đó thì vấn đề này mình cx tạm chấp nhận đc.",1
4201777,35723184,"Thời gian pin cũng ổn(1-3 tiếng tuỳ vào mức độ âm lượng inpod or thao tác cảm ứng trên inpod,v.v...)
Sạc vào của inpod cũng nhanh mà sạc vài hộp cũng nhanh.",1
4201777,35723184,"Thiết kế đẹp, nhẹ, hơi to so với tai mình,",1
3750833,35723184,"mới vừa nhận dc hàng là mình xài thử luôn thì nghe thấy hơi rè, nhưng sạc đầy pin xong thì nghe rất rõ và rất êm ở cả 2 tai nghe, nắp hơi lỏng lẻo, sạc lâu trong khi chỉ xài cỡ 1h hơn là hết pin rồi, màu đẹp, dù sao thì tiền nào của đó, giá rẻ thế này thì chất lượng như vậy là đủ dùng, mình chỉ mới xài để nghe nhạc thôi, để xài thêm 1 thời gian nữa xem nó có bền hay ko",0
4880412,35723184,"hàng tạm ổn với giá rẻ như vậy
mua 2 cái test đều ổn
lâu lâu có bị mất kết nối đôi chút nhưng ko đáng kể
chạm được để tắt mở tai nghe, dừng/chạy nhạc, bài kế tiếp.",1
4880412,35723184,tuy nhiên chạm để tăng/giảm volume ko được,-1
3576725,35723184,"Màu siu cutoe, vỏ mềm mềm nhám nhám cảm giác rất êm và sạch, ko bị bám vân tay.",1
3576725,35723184,"Kết nối của tai nghe với thiết bị ko ổn định lắm, có lúc mình đang nghe thì bị báo 1 bên disconnected, mặc dù tình trạng không thường xuyên nhưng cũng hơi bất tiện; pin ko lâu, mình nghe không nhiều nên mỗi ngày sạc 1 lần.",-1
3576725,35723184,Lần đầu kết nối hơi chật vật xíu.,-1
3576725,35723184,Tóm lại với giá tiền này thì mình nghĩ không thể đòi hỏi nhiều hơn.,0
3576725,35723184,Nếu ngân sách bạn eo hẹp và ko có yêu cầu cao thì có thể cân nhắc em này 👍👍👍,1
4735749,35723184,"Tai nghe lỗi
Mở hộp ra không kết nối được, mình nghĩ chắc hết pin nhưng căm sạc cũng không lên đèn.",-1
4735749,35723184,Không có kết nối.,-1
4735749,35723184,Nói chung không sài gì được cả.,-1
4735749,35723184,Tiki liên hệ cho đổi hàng hoặc trả hàng hoàn tiền giùm mình sớm nhé!,-1
4735749,35723184,Xin cảm ơn!,1
3513242,35723184,Tai phone em đặt về mới nhận hàng hôm qua.,1
3513242,35723184,"Bị chày xước rất nhiều, chỉ nghe được có 1 bên, tính hiệu không ổn định.",-1
3513242,35723184,Mong Tiki liên hệ cho em đổi hoặc trả lại sản phẩm.,-1
3971753,35723184,Sản phẩm dùng khá tốt chất lượng âm thanh ổn và được khoảng 1h từ khi sạc đầy nhưng có vẻ bị lỗi pin ảo.,0
3971753,35723184,Có lẽ vẫn phải xem thêm sau này vì mình mới mua.,0
3971753,35723184,"Với giá rẻ như này thì cũng chấp nhận được, có thể mua về trải nghiệm thử.",0
3603834,35723184,Tai nghe êm lắm mn.,1
3603834,35723184,Giá quá hời cho 1 sp ntn.,1
3603834,35723184,Ban đầu cx lo mua sẽ có lỗi chỉ kết nối đc 1 bên.,0
3603834,35723184,Về lần đầu sd cx gặp z. Nhưg hồi sau ms bk do mk kết nối sai ák.,0
3603834,35723184,Mn lên yt gõ “kết nối cả 2 bên tai nghe Bluetooth i12...” là ra vd hướg dẫn nhe,0
5492800,35723184,Giao hàng nhanh.,1
5492800,35723184,Đặt tối hôm trước sáng hôm sau có luôn.vừa nhận được hàng nói chung là cũng ưng .,1
5492800,35723184,Nhưng khuyên ai định mua màu đen thì nên nghĩ lại vì màu đen khi sạc rất khó nhìn.,0
5492800,35723184,Nếu chưa dùng bao giờ sẽ rất khó biết,0
3881459,35723184,"Tôi có mua tai nghe này về test và sạc đủ mọi cách nhưng chỉ nghe được có 1 bên tay thôi, 1 bên k nhận được đèn sạc và k nghe được luôn.",-1
3881459,35723184,Tiki vui lòng xem xét và có chính sách đổi trả hàng giúp tôi.,-1
4827595,35723184,"Sản phẩm không kết nối được tai phải không tự động nhận kết nối khi tắt wifi nhà cung cấp giao hàng không xạc pin cho sản phẩm
Sản phẩm của nhà cung cấp chất lượng không tốt vui lòng đổi trả xin cảm ơn",-1
3748940,35723184,"Thực sự rất bực mình, đợi mỏi cổ hàng mới về.",-1
3748940,35723184,"Mở ra dùng thì 1bên tai nghe tập tịt, lúc được lúc không, bên tai kia thì tắt tịt luôn.",-1
3748940,35723184,Đề nghị Tiki đổi trả hay hoàn lại tiền cho mình.,-1
3748940,35723184,@@,0
4670786,35723184,"Chỉ nghe được 1 bên tai rất dở , chưa kể rà bluetooth thì thấy mỗi bên tai là 1 bluetooth chỉ kết nối được 1 trong hai , cái còn lại ko kết nối được , chập chờn , đề nghị tháo bỏ khỏi danh mục bán hàng",-1
5306066,35723184,"sản phẩm như hình, nhưng một bên nghe được còn một bên thì không.",-1
5306066,35723184,khi nghe còn rè rè..mong shop tiki kiểm tra hổ trợ đổi hàng giúp em,-1
3875832,35723184,"Vừa nghe 1 ngày thì tai bên trái tự động bị vấn đề không thể nghe được 
Không biết nguyên nhân tại sao tai nghe bên trái lại không nghe được
Mong tiki đổi hàng lại ạ
Mik mua vào ngày thứ 7 ngày 20 năm 2020",-1
5154392,35723184,"Hàng giao nhanh, gọn
Đóng gói cẩn thận- cố định chống sốc

Sản phẩm như hình, pin sạc đầy, kết nối Bluetooth tốt, nghe rõ.",1
2609949,35723184,Đặt xanh lá nhưng nhận hàng thì xanh da trời.,-1
2609949,35723184,"Cũng may là mình cũng ko quá khó khăn về màu sắc, miễn nghe được.",0
2609949,35723184,Shop phải kiểm tra hàng kỹ càng trước khi giao cho khách nhé!,0
3880265,35723184,"Chỉ nghe được 1 tai bên trái, một khi đã connect thì mở cho đến khi hết pin, ngay cả cho lại vô hộp và đóng nắp :) điểm cộng chỉ được cái màu cưng.",-1
3880265,35723184,Gía tiền cũng không mắc nên không expect cao cho lắm.,0
5427129,35723184,So với tầm giá thì chất lượng vậy là OK rồi khoảng cách kết nối 15-20 mét nếu k vướng vật cản!shop  giao hàng nhanh đóng gói cận thận lại còn đc xem hàng trước khi thanh toán nữa cho shop 5 sao,1
3004106,35723184,Vừa nhận được thấy đúng màu vàng nên cũng thích.,1
3004106,35723184,"Tuy nhiên, sau kho test thì mình chỉ nghe được 1 tai bên trái, còn bên phải không nghe được.",-1
3004106,35723184,Thấy uổng tiền để mua đồ chơi này quá :(((,-1
