id,product_id,content
5297884,58259141,"Tiki giao hàng nhanh, máy chính hãng nguyên seal."
5297884,58259141,Nhận hàng sau 1 hôm sử dụng đã thấy tin nhắn kích hoạt bảo hành gửi về.
5134864,58259141,Giá thấp nhất trên VN.
5134864,58259141,"Điện thoại chạy mượt,  mạnh mẽ,  sao lưu,  đồng bộ tốt mọi dữ liệu."
5134864,58259141,Rất rất hài lòng.
5134864,58259141,Luôn ủng hộ Tiki.
5527296,58259141,ko check được mã vạch hay qr.
5527296,58259141,xin hỏi thêm về vấn đề bảo hành
5503623,58259141,"giao hàng nhanh,chưa đầy 24g,hàng nguyên tem"
5497658,58259141,"Hàng chính hãng, còn nguyên seal nguyên tem,  đã được Samsung nhắn tin kích hoạt bảo hành."
5533938,58259141,tôi đã mua điện thoại thoại này bây giờ gọi thường hoặc mạng loa không nghe được bây giờ bảo hành đâu
5500333,58259141,"Mua được hơn tuần, thấy pin khá trâu, sạc cũng nhanh, dùng khá mượt ( dù hơi nóng )."
5500333,58259141,Nói chung với tầm giá này thì quá tốt
5295217,58259141,Cho mình hỏi làm sao để kích hoạt BẢO HÀNH sau khi mua vậy??
5295217,58259141,mình có thể liên hệ ở đâu để biết thêm thông tin vậy?
5471363,58259141,tiki giao hàng rất nhanh
4977259,58259141,"Tiki giao hàng nhanh, thông số đúng như công bố trên web."
4977259,58259141,Pin 6000 tưởng máy nặng lắm nhưng còn nhẹ hơn xiaomi note 9s.
5405005,58259141,"mới mua 01 cái M31, đang dùng thử test máy xem chạy ok không , nhờ Tiki kích hoạt bảo hành điện tử samsung giúp nhé"
5386534,58259141,Sp nguyên seal.
5386534,58259141,Mới mua đang trải nghiệm.
5386534,58259141,Pin khoẻ.
5386534,58259141,Máy hơi dày.
5386534,58259141,Giá tốt.
5386534,58259141,Giao hàng BEST chậm hơn dự kiến 3 ngày
5474903,58259141,hàng chính hãng..dược bảo hành chính hãnh của samsum....mình mua giá 4790k...giá tốt....máy tốt....mình hài lòng
5445334,58259141,máy đẹp nguyên seal .
5445334,58259141,"hiện tại xài ổn, chưa thấy lỗi lầm gì."
5445334,58259141,Mong tiki kích hoạt bảo hành giúp mình với
5305711,58259141,hàng nguyên siêu rẻ hơn tgdd cả triệu..dư ra dẫn vợ con đi ăn búp phê còn dư tiền
5547528,58259141,Cho em hỏi điện thoại này không có tai nghe đi kèm ạ?
5547528,58259141,Em chỉ thấy giao máy và sạc điện thoại thôi ạ?
5559547,58259141,"Moi thứ tạm được, nhưng giá không tốt ""tôi mua hơn 5triệu nhưng giá thực tế""dưới 5trieu(4,7trieu)!"
5375076,58259141,"mua M31 giá 4790 sài ok mượt pin cực trâu chưa thấy lỗi gì  , góp ý nên kèm theo ốp chống sốc"
5436594,58259141,"Giao hàng nhanh, đóng gói cẩn thận, hàng chính hãng."
5436594,58259141,chưa check bảo hành nhưng ko vấn đề lắm.
4994746,58259141,"sản phẩm nguyên hộp đóng gói kỹ còn chất lượng thì chưa biết, bạn shipper nhiệt tình"
4943612,58259141,Alo cho e hỏi sao máy e đăng kí kích hoạt bảo hành mà không được ạ
5064000,58259141,"bước đầu trải nghiệm sản phẩm rất đạt, chỉ tội cái là không biết bảo hành thế nào"
5295414,58259141,Giao hàng nhanh.
5295414,58259141,Đóng gói OK. Hàng như mô tả.
5295414,58259141,Máy không nóng và pin rất trâu!
5295414,58259141,Thanks Tiki!
5604916,58259141,"giao nhanh 2h, đt màu xanh đen nhìn ưng nhưng có củ sạc màu trắng phải chi màu đen là đẹp"
5517009,58259141,"Giao hàng nhanh, sản phẩm đúng thông số."
5517009,58259141,Tuy nhiên cần thời gian sử dụng để đánh giá!
5592984,58259141,"Sản phẩm đẹp, ngoại quan tốt, không trầy sướt, Chạy ổn."
5592984,58259141,"Giao hàng nhanh, thân thiện."
5118048,58259141,"Pin cực trâu, để máy chạy wifi, chơi game, facebook từ 12h tới 11 đêm mà vẫn còn hơn 50%."
5149279,58259141,"Giao hàng nhanh, sản phẩm tốt."
5149279,58259141,Nhờ Tiki kích hoạt bảo hành giúp.
5260694,58259141,Giao hàng nhanh.
5260694,58259141,máy đẹp.
5260694,58259141,pin trâu.
5260694,58259141,tạm thời dùng 1 thời gian mới đánh giá tiếp được
5289853,58259141,"Đề nghị thay đơn vị giao hàng, giao tiếp rất vô văn hóa, không tôn trọng khách hàng"
5015556,58259141,Điện thoại của tôi hơi cong lên.
5015556,58259141,Điều đó tôi không hài lòng.
5185424,58259141,"hàng mới nguyên hộp, đúng sản phẩm ,đẹp, giao hàng nhanh chóng, đóng gói cẩn thận."
5200086,58259141,mới mua dc 2 ngày thấy  cũng  ok.Nhưng  chưa  hiểu đã kích hoạt  bảo hành chưa và ntn
5206387,58259141,"điện thoại đẹp
giao hàng rất nhanh,  bảo quản trong quá trình vận chuyển tốt"
4932026,58259141,"Giao hàng đúng mô tả, sản phẩm đang xài ổn định, giao hàng nhanh hơn dự kiến."
5613124,58259141,"rẻ , đẹp , bền, dễ sử dụng , nghe đồn SS rớt là vỡ , xài thử cho biết"
5435189,58259141,"check không có bảo hành, hỏi thì tiki không trả lời"
5453723,58259141,"cho minh hoi la  .samsaung nao cung co day sac , tay nghe ma sao dong nay lai ko co vay shop"
5099730,58259141,"100% mới, sp chưa khbh (chưa active), giá thấp hơn FPT, TGDĐ, hy vọng xài bền."
5299893,58259141,"giao Hàng nhanh,đúng Hàng chính hãng, nhờ shop kích hoạt bảo hành giùm nha"
5284349,58259141,"Sp ok tốt , tiki giao hàng rất nhanh , mình sẽ ủng hộ tiki nhiều hơn nữa"
5387464,58259141,ship nhanh.
5387464,58259141,đang chờ được kích hoạt bảo hành
5411051,58259141,Chờ chị hai sài thử rồi đánh giá lại sao.
5411051,58259141,Mà giao hàng nhanh.
5411051,58259141,Chịu.
5550639,58259141,"Mình chơi game phà phà, pin trâu, màn đẹp."
5550639,58259141,Đáng tiền trong tầm giá
5496386,58259141,"giá cạnh tranh, sản phẩm tốt."
5496386,58259141,mua rồi lại muốn mua thêm 1 cái
5176554,58259141,Ok đấy chứ !
5176554,58259141,Chúc mọi người may mắn.
5575055,58259141,Không để khách kiểm tra hàng kĩ lưỡng.
5575055,58259141,Đòi thanh toán luôn
5115037,58259141,máy sài rất ok nhưng không biết phải bảo hành như thế nào ?
5199715,58259141,"Giao hàng nhanh, hàng đúng chính hãng."
5560310,58259141,giá lao dốc ko phanh.
5560310,58259141,đt dùnng tốt
5277936,58259141,đề nghị Tiki kích hoạt bảo hành với.
5277936,58259141,mới mua để xem sao
5583926,58259141,Tiki tuyệt thật.
5583926,58259141,ko đâu giao hàng nhanh thần tốc như tiki!
5589054,58259141,sản phẩm tốt.chất lượng.máy điện thoại dùng khỏe.
5426829,58259141,noi chung hai long mua o day re hon ben ngoai ben fptshop hon 1 trieu.
5359001,58259141,hàng thử tốt nhưng làm sao để kích hoạt bảo hành ạ.
5592280,58259141,chat long rat tot gia that tuyet voi
5396407,58259141,"qui trình tiki 5 sao, sản phẩm đang trãi nghiệm cho 4 sao."
5559698,58259141,"máy nguyên seal, giao hàng nhanh"
5391782,58259141,"Hàng mới nguyên seal, nhờ shop kích hoạt bảo hành nhé"
5504083,58259141,giao hàng siêu nhanh.
5504083,58259141,mới dùng thì thấy máy khá mượt
5512042,58259141,"Hàng chính hãng nguyên Seal, giao đúng hẹn."
5512042,58259141,Thanks Tiki
5300225,58259141,sản phẩm đóng gói ok. nguyên seal.
5300225,58259141,đamg trải nghiêm
5598037,58259141,Hàng giao nhanh và ok.nhưng không có tai nghe hả shop
5374603,58259141,sản phẩm đẹp đúng mẫu.shop tư vấn nhiệt tình
5442050,58259141,"giá rẻ, hàng chính hãng, giao hành nhanh, thank tiki"
5404788,58259141,"tiki ship nhanh nguyên seal , máy tạm thời ok nhé"
5600966,58259141,nhờ tiki kích hoạt bảo hành điện tử
5529046,58259141,"Chính hãng, nguyên seal."
5529046,58259141,Giao hàng đúng giờ.
5398295,58259141,"Sản phẩm ok, ngoại hình đẹp, khá mượt"
5508513,58259141,giao đúng giờ.
5191021,58259141,"giá tốt, sản phẩm đúng mô tả."
5191021,58259141,Ưng ý!
5273705,58259141,Nhờ Tiki kích hoạt bảo hành dùm nhe
5613101,58259141,"máy mới nguyên, sử dụng rất tốt"
5229755,58259141,"Hàng chính hãng, đúng như quảng cáo"
5611538,58259141,"tạm thời là ok, để dùng xem lào"
5485791,58259141,sam pham ok dung lau moi biet them dc ...
5268647,58259141,máy mới nguyên seal.
5268647,58259141,giao hàng nhanh.
5415613,58259141,"pin bền, màn hình trong, hài lòng"
5279128,58259141,Chưa kích hoạt dc bảo hành nhé
5597049,58259141,Sản phẩm tốt trong tầm giá.
5575219,58259141,pin rất nhanh hết... sạc lâu
5601878,58259141,ok !
5601878,58259141,tôi không thích a shipper !
5543716,58259141,"Full box, dùng mượt, pin khỏe"
5533640,58259141,"giá rẻ, giáo hàng nhanh nhé"
4965783,58259141,"DT dùng rất tốt, nguyên seal"
5574801,58259141,Giao hàng trễ hơn 1 ngày.
5019489,58259141,sao chưa kích hoạt bảo hành
5284714,58259141,nhìn chung bình thường
5083902,58259141,"máy ổn định, pin trâu"
5590370,58259141,Giá rẻ.
5590370,58259141,Dùng thích
5568913,58259141,Giá vừa tầm tay
5600842,58259141,hàng chính hãng
5322140,58259141,mới 100 xài tốt
5446424,58259141,Sản phẩm tốt
5412763,58259141,Sản phẩm tốt
5343611,58259141,ko có tai nghe
5583336,58259141,ok đung hang
5308235,58259141,sóng đt yếu
5504421,58259141,chạy tốt
5498590,58259141,rất ổn
5520107,58259141,tuyet voi
5614439,58259141,Pin lâu
5186056,58259141,rất tốt
5403657,58259141,êm lắm
5537843,58259141,good
5456600,58259141,ok
5456575,58259141,ok
5430521,58259141,ok
3220356,48524359,"điện thoại dùng tốt, chụp ảnh cũng tạm thôi, quảng cáo có hổ trợ chụp thiếu sáng nhưng không nhiều, cầm có hơi nặng tay, nhưng giá 2 triệu là quá tốt rồi, cấu hình đủ dùng, camera đủ dùng, dung lượng cũng ổn nữa."
3220356,48524359,(Một số hoa chụp từ máy)
4110672,48524359,"Hàng chính hãng, giao nhanh, đóng gói chèn nêm cẩn thận."
4110672,48524359,Pin đã lớn lại còn trâu.
4110672,48524359,"Bắt sóng tốt, nghe gọi to, rõ."
4110672,48524359,"Với cái giá chỉ 2600k mà có con chip Snapdragon, 4/64 GB, pin như vậy quá ngon rồi."
4110672,48524359,"Chỉ có màn hình LCD thì trải nghiệm kém hơn AMOLED tí, loa ngoài hơi tù, còn lại ngon hết"
4506110,48524359,Tôi mua máy của Shop Máy đọc sách Boox (2.590.000đ).
4506110,48524359,Đặt hàng ngày 13/8/2020.
4506110,48524359,"Nhận hàng 17/8/2020, nhưng máy đã được kích hoạt bảo hành ngày 16/3/2020."
4506110,48524359,Kết thúc bảo hành ngày 16/10/2021.
4506110,48524359,Trong khi thông tin sản phẩm được Bảo hành chính hãng 18 tháng.
4877686,48524359,Mền chào Tiki!
4877686,48524359,Đây là lần đầu tiên mình mua hàng trên Tiki.
4877686,48524359,"Cảm nhận đầu tiên của mình là Tiki phục vụ rất tốt, từ khâu CSKH đến các khâu khác."
4877686,48524359,"Tuy nhiên, sp mình nhận về (chiếc ĐT Vsmart Joy 3) tất cả đều ok, chỉ có điều là khi lắp SIM vào thì máy không nhận được, cứ báo KHÔNG CÓ THẺ SIM, và màn hình hay bị tối lại mặc dù mình không chỉnh độ sáng."
4877686,48524359,"Đây là cảm nhận của mình, mong Tiki hỗ trợ giải quyết giúp mình ạ. Cảm ơn Tiki, chúc Tiki ngày càng có nhiều KH hơn nữa."
3020920,48524359,"Máy thiết kế đẹp, cảm ứng nhạy, pin khủng, tuy nhiên loa hơi nhỏ, bắt sóng yếu so với các máy china, camera cũng chưa đẹp lắm, chất lượng chờ thời gian xem sao."
3020920,48524359,"Nói chung ổn trong tầm giá, ủng hộ hàng Việt."
4496911,48524359,Khó hiểu tịki quá.
4496911,48524359,"Bảo không có ốp lưng lại có ốp lưng, mắc mình phải mua ngoài thêm 1 con 😊😊."
4496911,48524359,"Đã test loa thấy to, rõ, chứ không bị rè, sóng sánh okela, wifi chạy ổn, bắt wifi yếu hơn 1/4 các máy vsmart trước đó."
4496911,48524359,"Nhưng không đáng kể, vẫn ngon."
4496911,48524359,"Bảo hành mới kích hoạt, ngon."
4496911,48524359,"Nguyên seal, full box, mở ra thơm vl."
4496911,48524359,"Tác vụ khá mượt mà, 4 GB cơ mà."
4496911,48524359,"Shipper thân thiện, dễ thương."
4496911,48524359,Nên mua trong tầm giá.
4496911,48524359,Mình đánh giá cao con này hơn các máy TQ cùng tầm giá.
4496911,48524359,Bởi đầy đủ phụ kiện và VOS 3.0 thuần google nên dùng không bị hao ram giống xiaomi.
4496911,48524359,😂😂
3842757,48524359,Máy nhận về vẫn nguyên tem.
3842757,48524359,"Mở Vinid lên được cảnh báo ""máy không an toàn""."
3842757,48524359,Mở Zalopay được cảnh báo  máy bi root.
3842757,48524359,Dùng ứng dụng root checker được không báo máy không bị root (chữ màu đỏ).
3842757,48524359,Sau khi factory reset bật ứng dụng vẫn bị hiện cảnh báo.
3842757,48524359,Vấn đề giao hàng thì không cần bàn vì tiki giao hàng rất nhanh.
3811674,48524359,"Mới nhận được hàng trong sáng nay,giao khá nhanh hôm qua đặt sáng hôm sau có luôn."
3811674,48524359,"Đánh giá qua thì hàng ổn,màu trắng đẹp,ngoại quan đẹp."
3811674,48524359,Mua về cho mẹ dùng nên không đòi hỏi gì nhiều.Hàng VN chất lượng chờ đánh giá tiếp.
4950318,48524359,"Đã nhận đc sản phẩm, shop bọc hàng cẩn thận."
4950318,48524359,"Bật máy lên mới kích hoạt bảo hành, rất yên tâm ạ. Dòng máy này là quá tốt so với tầm giá rồi."
4950318,48524359,"Nhưng mình vẫn đưa ra 1 chút nhược điểm mình thấy ae có thể tham khảo:
1."
4950318,48524359,"Loa máy có vẻ hơi bị rè và nghe không được hay lắm
2."
4950318,48524359,"Thiết kế nút nguồn và phím âm lượng cùng 1 bên làm mình dễ bị bấm nhầm
Còn về hiệu năng và sử dụng là rất ok rồi ạ"
4019429,48524359,Giao hàng đúng hẹn.
4019429,48524359,"Sản phẩm nguyên seal, hàng chính hãng, chất lượng ổn, giá hạt dẻ."
4019429,48524359,Tuyệt vời hàng Việt Nam Vsmart!
4019429,48524359,Ủng hộ hàng Việt để từng bước thoát ly hàng Tàu.
5589676,48524359,Theo mình thì đây là sản phẩm tốt nhất trong tầm giá dưới 2 triệu.
5589676,48524359,Mình mua vào đợt sale 11.11 nên được giảm còn 1 triệu 8.
5589676,48524359,"Giao hàng nhanh, được xem hàng."
5589676,48524359,"Máy đẹp, màn hình không bám bụi, camera tốt, chơi game mượt."
5589676,48524359,Mình đo điểm antutu được khoảng 150k điểm.
5589676,48524359,Nhược điểm của máy này là loa hơi rè và ram quá ít.
5589676,48524359,Chỉ trống khoảng 600mb khi ở chế độ chờ (nó sẽ lên khoảng 700mb trống khi chơi game).
5589676,48524359,Chơi mượt pubg và tốc chiến.
5589676,48524359,"Nhưng mình khuyên các bạn nên chọn bản ram 3 hoặc ram 4, mình mua bản ram 2 giờ cũng hơi hối hận, biết thế mua bản ram 4 dùng cho nó sướng hẳn."
5589676,48524359,Ram 2 dùng mượt mà ok nhưng đôi khi lỡ ẩn game đi 1 lúc nó bị đóng mất.
5458048,48524359,"Máy đơ giật lag nghe gọi không thì ổn nhưng vào facebook life cũng lag nữa, camera tưởng 3 mắt là ngầu nhưng không de* bằng cái máy cổ thời xưa, thật sự muốn đập máy vì không dùng được, máy các hãng khác cùng phân khúc đáng mua hơn nhiều!"
5458048,48524359,Mong mn thật sự cân nhắc khi mua máy không làm gì được ngoài nghe gọi!
5458048,48524359,Mong Tiki cho mình trả lại cái cục gạch mang tiếng sờ mát phôn này!
5471246,48524359,Tôi đặt hàng trên tiki vào ngày 1/11/2020 và TIKI giao hàng rất đúng hẹn vào sáng ngày 4/11/2020.
5471246,48524359,"Sau 24h sử dụng điện thoại Vsmart Joy 3 (2gb/32gb), tôi nhận thấy một vấn đề luôn xảy ra trong quá trình sử dụng là lỗi khay sim và thẻ nhớ."
5471246,48524359,"Mặc dù tôi đã gắn đủ sim và thẻ nhớ vào nhưng luôn hiện thông báo là ""không có thẻ nhớ"" và ""Sim của bạn đã được đẩy ra ngoài"" liên tục trong lúc dùng, nhiều người không gọi điện thoại cho tôi được vì lỗi không nhận sim."
5471246,48524359,Mong nhận được giải đáp từ phía tiki
4929136,48524359,"giá 1850 thì rất ok cho chất lượng sp này, mình là fan Samsung nhưng thử ủng hộ hàng Việt, kết quả rất hài lòng về sản phẩm."
4929136,48524359,"Nhưng trong lúc đặt hàng mình đã phải hủy đơn 1 lần do shipper của tiki làm việc quá tệ, giao trễ mà còn lương lẹo ko lo khắc phục, tiki nên xem lại vấn đề này vì shipper là người duy nhất đại diện cho cả cty tiếp xúc trực tiếp với khách hàng, trước khi họ ko hài lòng và phải gọi chăm sóc ks"
5137577,48524359,"Tiki đóng gói cẩn thận, đúng sản phẩm đặt hàng, giao hàng nhanh (tầm 2h đã nhận được hàng)."
5137577,48524359,Hàng mua đã kiểm tra hình thức và chất lượng ban đầu ổn.
5137577,48524359,Chất lượng cần thời gian trải nghiệm thêm để đánh giá.
5137577,48524359,Thanks Tiki's team !
5391940,48524359,"Đóng gói cẩn thận, hàng chuẩn theo yêu cầu, do sóng hơn yếu nhưng vừa với giá tiền nói chung là cũng xài được tốt, nhưng với 1 điều là nhân viên giao hàng đối xử không tốt với khách hàng rõ ràng là mình đặt mua trên tiki 2 lần đều nhận hết chưa được từ chối,tại sao nhân viên lại nói là (Mày có chắc chắn nhận hàng không mày từ chối hàng của tao bao nhiêu lần rồi đấy) 
Mình mong tiki xem xét lại nhân viên giao hàng."
4782265,48524359,Mình mua màu đen bản 2GB/32GB của nhà bán Tiki Trading.
